date,first_name,life_force
2024-09-27,Inigo Montoya,95.73
2024-12-12,Vizzini,50.73
2025-08-20,Fezzik,47.64
2024-07-28,Valerie,70.66
2024-04-19,Valerie,80.83
2024-04-14,Buttercup,80.22
2024-10-04,Miracle Max,19.51
2025-05-17,Miracle Max,8.65
2025-09-24,Inigo Montoya,31.27
2025-09-14,Vizzini,64.85
2025-04-04,Valerie,40.66
2024-03-22,Buttercup,69.59
2025-06-25,Miracle Max,23.89
2025-06-30,Buttercup,33.76
2025-04-26,Fezzik,37.66
2025-05-04,Count Rugen,9.47
2025-02-25,Count Rugen,58.33
2024-11-20,Inigo Montoya,41.83
2025-03-09,Miracle Max,3.94
2024-02-12,Prince Humperdink,26.37
2025-04-24,Valerie,86.97
2025-03-26,Count Rugen,11.93
2025-08-01,Inigo Montoya,56.05
2024-01-12,Prince Humperdink,3.79
2024-10-28,Buttercup,39.63
2024-01-21,Fezzik,77.17
2025-02-21,Valerie,1.41
2024-09-15,Fezzik,65.45
2024-01-07,Prince Humperdink,34.34
2025-06-20,Fezzik,63.63
2024-10-29,Valerie,55.42
2025-08-01,Vizzini,1.7
2024-05-19,Inigo Montoya,70.11
2024-01-20,Count Rugen,48.28
2025-07-07,Prince Humperdink,2.77
2024-06-30,Valerie,54.82
2025-09-08,Buttercup,39.55
2024-12-07,Buttercup,18.19
2025-02-14,Prince Humperdink,93.41
2024-07-17,Valerie,89.17
2025-09-06,Prince Humperdink,25.67
2024-12-11,Valerie,25.34
2025-06-20,Count Rugen,60.84
2025-04-05,Count Rugen,86.46
2024-08-27,Inigo Montoya,47.72
2024-02-03,Valerie,25.27
2025-06-08,Valerie,52.63
2024-06-28,Vizzini,95.13
2025-05-08,Count Rugen,63.98
2024-10-23,Buttercup,14.34
2025-02-28,Buttercup,86.21
2024-08-02,Count Rugen,50.25
2024-11-29,Buttercup,72.92
2025-02-09,Fezzik,88.98
2025-05-26,Buttercup,11.26
2025-12-05,Inigo Montoya,35.75
2024-02-04,Buttercup,66.73
2024-02-15,Prince Humperdink,15.67
2024-03-10,Vizzini,12.84
2024-01-17,Prince Humperdink,39.85
2024-02-06,Vizzini,91.43
2025-09-14,Valerie,4.02
2024-08-21,Miracle Max,63.72
2024-06-08,Vizzini,31.22
2024-08-31,Fezzik,46.61
2025-07-07,Miracle Max,18.11
2024-05-16,Buttercup,48.92
2025-12-19,Valerie,64.27
2025-08-30,Buttercup,29.5
2025-11-21,Vizzini,8.88
2025-05-09,Buttercup,9.73
2024-04-14,Miracle Max,30.79
2025-06-01,Prince Humperdink,73.63
2024-01-08,Vizzini,99.38
2024-10-25,Miracle Max,14.22
2024-11-27,Miracle Max,41.2
2024-05-21,Fezzik,8.88
2025-11-14,Buttercup,88.62
2024-10-05,Prince Humperdink,8.95
2025-06-01,Prince Humperdink,53.9
2025-06-10,Miracle Max,43.65
2024-01-15,Valerie,66.17
2024-10-04,Count Rugen,27.02
2025-07-16,Fezzik,11.95
2025-01-03,Prince Humperdink,13.7
2024-10-18,Buttercup,68.41
2025-07-31,Prince Humperdink,35.14
2025-03-02,Inigo Montoya,24.95
2025-11-03,Valerie,68.73
2024-12-19,Vizzini,82.09
2024-10-05,Vizzini,89.02
2025-09-11,Miracle Max,76.51
2025-02-06,Miracle Max,10.75
2025-10-02,Vizzini,11.15
2024-03-16,Valerie,82.71
2025-06-13,Fezzik,45.29
2025-06-10,Buttercup,71.83
2025-06-19,Inigo Montoya,13.76
2024-08-23,Fezzik,69.47
2024-07-16,Count Rugen,77.45
2024-05-02,Count Rugen,86.08
2025-11-14,Vizzini,45.93
2025-04-04,Vizzini,40.75
2024-04-20,Valerie,29.71
2025-06-19,Prince Humperdink,94.67
2024-12-16,Vizzini,35.39
2025-01-13,Buttercup,79.79
2025-04-27,Count Rugen,67.56
2024-05-20,Count Rugen,51.66
2024-12-16,Miracle Max,59.19
2024-12-13,Miracle Max,3.88
2024-10-18,Fezzik,64.77
2024-01-05,Prince Humperdink,75.79
2024-02-18,Count Rugen,7.37
2024-09-27,Inigo Montoya,45.88
2025-06-21,Inigo Montoya,19.42
2025-02-03,Count Rugen,21.74
2024-04-30,Vizzini,84.04
2024-05-19,Vizzini,41.46
2024-04-25,Vizzini,29.98
2025-03-17,Vizzini,23.09
2024-04-07,Valerie,47.09
2024-09-21,Miracle Max,9.87
2024-04-11,Miracle Max,76.66
2024-09-02,Prince Humperdink,48.22
2024-10-14,Count Rugen,8.76
2024-12-31,Valerie,62.53
2024-12-21,Inigo Montoya,90.14
2025-06-15,Buttercup,80.92
2024-11-20,Miracle Max,5.97
2024-01-09,Buttercup,52.12
2025-01-24,Prince Humperdink,46.88
2024-10-19,Valerie,22.8
2025-01-16,Vizzini,64.16
2025-07-08,Count Rugen,84.11
2024-05-14,Buttercup,18.44
2025-05-05,Buttercup,76.69
2024-11-25,Count Rugen,92.57
2024-09-09,Vizzini,90.41
2025-08-18,Vizzini,48.27
2024-12-05,Vizzini,3.36
2025-08-22,Valerie,85.64
2024-11-26,Buttercup,46.92
2025-10-18,Count Rugen,24.29
2025-10-14,Buttercup,97.68
2025-07-14,Buttercup,10.67
2024-02-11,Count Rugen,97.5
2024-02-11,Inigo Montoya,41.36
2025-04-12,Buttercup,60.71
2025-04-07,Prince Humperdink,84.54
2025-12-18,Fezzik,60.95
2024-04-20,Inigo Montoya,83.49
2025-04-23,Vizzini,54.34
2025-06-22,Valerie,95.31
2024-10-19,Prince Humperdink,56.02
2024-02-02,Prince Humperdink,98.76
2024-12-13,Valerie,27.34
2024-05-28,Buttercup,30.43
2025-01-22,Inigo Montoya,12.83
2024-08-25,Fezzik,62.87
2025-02-21,Miracle Max,17.47
2025-07-13,Vizzini,11.77
2025-06-09,Valerie,54.77
2024-06-14,Miracle Max,63.88
2025-10-31,Vizzini,42.99
2025-12-28,Fezzik,85.27
2025-03-26,Buttercup,78.92
2025-09-22,Vizzini,49.31
2025-11-02,Inigo Montoya,5.97
2024-12-25,Valerie,29.5
2024-11-12,Vizzini,93.55
2025-05-05,Count Rugen,6.98
2024-06-18,Inigo Montoya,83.93
2025-12-02,Vizzini,83.47
2024-08-10,Buttercup,81.9
2024-05-20,Fezzik,29.45
2025-09-17,Vizzini,88.2
2025-11-23,Valerie,88.88
2025-08-04,Vizzini,1.18
2025-06-05,Prince Humperdink,34.28
2024-04-19,Inigo Montoya,7.71
2024-01-01,Fezzik,98.88
2025-10-29,Valerie,27.74
2024-11-05,Fezzik,49.85
2024-02-25,Miracle Max,65.84
2025-02-19,Valerie,22.8
2025-06-18,Count Rugen,68.26
2025-08-31,Buttercup,80.95
2024-11-29,Inigo Montoya,66.49
2024-12-05,Buttercup,77.32
2024-12-29,Miracle Max,51.16
2025-07-20,Inigo Montoya,17.77
2025-11-17,Miracle Max,46.12
2024-12-09,Miracle Max,57.33
2024-08-12,Buttercup,1.05
2024-04-21,Vizzini,49.82
2024-04-08,Fezzik,11.31
2024-06-17,Count Rugen,20.05
2024-04-09,Vizzini,77.27
2025-09-14,Miracle Max,27.92
2024-07-11,Count Rugen,69.21
2024-12-13,Valerie,18.77
2024-04-02,Valerie,48.17
2024-05-06,Prince Humperdink,57.81
2024-08-05,Valerie,14.59
2024-06-20,Vizzini,74.03
2025-06-02,Vizzini,66.33
2025-03-04,Fezzik,19.77
2025-11-28,Vizzini,41.09
2025-03-10,Count Rugen,26.69
2025-09-10,Count Rugen,99.35
2025-10-05,Vizzini,17.25
2025-12-09,Vizzini,60.39
2024-03-27,Count Rugen,71.14
2024-08-17,Fezzik,10.81
2024-05-26,Prince Humperdink,32.07
2025-07-09,Prince Humperdink,24.56
2024-05-07,Prince Humperdink,86.83
2024-09-08,Inigo Montoya,28.45
