date,first_name,life_force
2024-10-18,Vizzini,94.4
2024-03-20,Inigo Montoya,73.17
2025-08-08,Prince Humperdink,92.19
2025-08-04,Buttercup,50.86
2024-01-08,Inigo Montoya,36.0
2024-07-20,Buttercup,83.76
2025-05-09,Vizzini,36.28
2025-05-26,Prince Humperdink,57.18
2025-11-05,Miracle Max,50.82
2024-01-16,Count Rugen,11.26
2025-07-18,Inigo Montoya,54.4
2024-05-23,Vizzini,42.78
2024-08-08,Vizzini,81.28
2024-10-26,Prince Humperdink,15.63
2025-02-08,Buttercup,16.13
2025-03-16,Prince Humperdink,31.75
2024-12-23,Prince Humperdink,18.87
2024-12-04,Vizzini,46.27
2025-07-24,Vizzini,89.2
2025-12-17,Miracle Max,9.95
2024-11-16,Prince Humperdink,92.9
2025-03-29,Prince Humperdink,37.93
2025-09-13,Fezzik,35.47
2025-10-12,Miracle Max,44.12
2024-07-13,Westley,88.73
2024-06-03,Fezzik,56.08
2024-04-02,Inigo Montoya,60.03
2025-10-11,Inigo Montoya,12.29
2024-10-02,Prince Humperdink,59.97
2025-07-29,Fezzik,73.85
2024-06-01,Inigo Montoya,81.84
2025-05-04,Count Rugen,74.72
2024-01-19,Fezzik,30.44
2024-11-11,Miracle Max,34.99
2024-01-13,Fezzik,92.18
2025-07-15,Fezzik,45.46
2024-10-21,Prince Humperdink,55.47
2024-09-28,Vizzini,52.1
2025-05-05,Fezzik,27.25
2025-12-01,Buttercup,47.74
2024-09-11,Prince Humperdink,92.77
2025-03-09,Buttercup,23.98
2024-09-30,Buttercup,87.11
2025-12-18,Count Rugen,73.7
2024-04-28,Inigo Montoya,38.84
2024-09-20,Vizzini,67.54
2025-06-06,Fezzik,44.88
2024-06-26,Prince Humperdink,55.41
2025-04-27,Buttercup,61.93
2025-03-23,Buttercup,19.64
2024-03-18,Vizzini,68.54
2024-07-28,Fezzik,66.64
2025-08-09,Prince Humperdink,87.33
2024-10-17,Buttercup,59.01
2025-05-02,Fezzik,18.42
2025-10-13,Count Rugen,9.48
2024-06-09,Buttercup,63.78
2025-09-30,Inigo Montoya,65.72
2024-10-26,Buttercup,33.87
2025-11-27,Buttercup,95.71
2025-04-22,Valerie,50.63
2025-10-26,Fezzik,83.66
2025-07-29,Count Rugen,52.92
2025-08-23,Buttercup,87.97
2025-04-30,Buttercup,10.16
2025-05-07,Prince Humperdink,7.77
2025-07-11,Buttercup,21.63
2025-09-04,Valerie,66.99
2025-07-26,Prince Humperdink,11.02
2025-01-20,Count Rugen,21.41
2025-06-15,Fezzik,16.22
2025-01-22,Fezzik,73.87
2024-10-15,Fezzik,92.27
2025-05-12,Miracle Max,2.44
2024-10-11,Prince Humperdink,44.32
2025-10-14,Valerie,2.99
2025-02-09,Inigo Montoya,24.83
2025-01-04,Miracle Max,17.42
2024-01-04,Inigo Montoya,85.46
2025-05-09,Prince Humperdink,33.34
2025-04-09,Valerie,96.29
2025-01-06,Vizzini,79.97
2025-01-13,Inigo Montoya,71.7
2024-03-17,Miracle Max,34.86
2024-05-04,Valerie,75.52
2024-04-15,Prince Humperdink,16.19
2025-03-26,Count Rugen,34.44
2025-11-22,Fezzik,63.01
2024-11-14,Miracle Max,43.25
2025-08-03,Vizzini,68.19
2024-08-27,Buttercup,57.26
2025-06-24,Count Rugen,20.55
2025-08-31,Prince Humperdink,95.94
2024-10-25,Vizzini,89.44
2024-09-20,Prince Humperdink,48.66
2024-02-17,Fezzik,48.3
2025-02-01,Buttercup,23.66
2025-04-20,Count Rugen,42.17
2025-10-07,Count Rugen,75.79
2024-09-24,Valerie,58.95
2024-09-13,Vizzini,5.69
2025-08-27,Vizzini,39.72
2025-01-27,Miracle Max,3.07
2024-12-19,Buttercup,85.09
2024-04-05,Valerie,34.25
2024-11-13,Count Rugen,17.08
2025-02-26,Vizzini,95.51
2025-10-05,Miracle Max,33.17
2025-12-03,Buttercup,31.06
2024-07-04,Buttercup,58.14
2024-01-16,Count Rugen,12.55
2025-03-12,Count Rugen,26.44
2024-04-24,Vizzini,85.41
2025-06-04,Vizzini,13.85
2025-04-28,Valerie,97.44
2025-03-19,Count Rugen,20.47
2024-03-06,Count Rugen,43.18
2024-02-11,Inigo Montoya,63.74
2025-06-03,Valerie,83.12
2024-08-27,Miracle Max,14.3
2024-08-19,Count Rugen,42.77
2024-09-08,Valerie,78.02
2025-10-24,Fezzik,96.64
2025-12-26,Buttercup,48.72
2025-04-06,Prince Humperdink,42.76
2024-01-03,Vizzini,17.54
2024-11-04,Miracle Max,94.89
2024-02-08,Count Rugen,18.27
2024-10-08,Inigo Montoya,66.25
2024-07-20,Miracle Max,3.23
2024-08-03,Count Rugen,22.51
2024-06-05,Inigo Montoya,80.66
2024-11-19,Fezzik,10.59
2024-06-23,Vizzini,57.37
2025-04-20,Prince Humperdink,55.89
2024-09-12,Miracle Max,82.37
2024-02-13,Vizzini,67.19
2024-06-01,Inigo Montoya,59.95
2024-12-23,Count Rugen,43.2
2025-04-03,Buttercup,84.94
2025-11-30,Fezzik,81.5
2024-10-10,Count Rugen,1.89
2024-06-03,Fezzik,6.58
2024-06-09,Miracle Max,76.34
2025-10-03,Count Rugen,36.64
2024-07-30,Inigo Montoya,75.75
2024-03-21,Vizzini,33.18
2024-08-24,Count Rugen,39.58
2025-10-03,Valerie,20.06
2024-11-27,Inigo Montoya,24.31
2025-08-18,Miracle Max,70.6
2025-03-28,Buttercup,41.02
2025-10-27,Miracle Max,75.58
2024-12-07,Miracle Max,21.25
2024-10-20,Buttercup,91.56
2025-12-09,Miracle Max,77.18
2024-07-03,Miracle Max,76.69
2025-11-26,Miracle Max,90.31
2024-05-22,Buttercup,10.33
2025-11-25,Miracle Max,94.72
2024-07-30,Buttercup,35.68
2024-04-25,Prince Humperdink,81.05
2024-02-08,Vizzini,49.46
2025-06-19,Fezzik,36.12
2024-05-10,Inigo Montoya,6.44
2024-06-15,Fezzik,21.12
2024-02-07,Vizzini,70.54
2025-10-22,Vizzini,46.39
2024-07-09,Miracle Max,89.78
2025-01-25,Prince Humperdink,4.91
2025-04-14,Buttercup,84.4
2025-11-03,Buttercup,74.62
2024-08-05,Prince Humperdink,63.68
2025-11-09,Fezzik,4.4
2025-12-13,Valerie,58.49
2025-02-10,Buttercup,74.71
2024-01-14,Valerie,31.59
2024-07-01,Valerie,87.09
2024-03-14,Miracle Max,49.9
2025-06-28,Prince Humperdink,18.78
2025-06-21,Valerie,81.0
2024-05-21,Fezzik,97.2
2025-06-06,Fezzik,8.24
2025-03-02,Vizzini,34.11
2025-05-30,Miracle Max,4.96
2024-06-10,Count Rugen,7.19
2024-12-16,Buttercup,47.73
2025-08-28,Valerie,87.9
2025-09-15,Miracle Max,33.0
2025-01-21,Count Rugen,40.06
2024-08-19,Valerie,59.98
2024-03-07,Valerie,90.23
2025-12-02,Inigo Montoya,93.13
2024-02-09,Valerie,3.5
2024-09-19,Vizzini,3.61
2025-02-04,Fezzik,21.18
2024-02-03,Inigo Montoya,8.83
2024-11-20,Valerie,58.43
2025-12-02,Miracle Max,24.57
2024-07-19,Miracle Max,7.32
2024-01-22,Buttercup,62.47
2025-09-14,Miracle Max,33.8
2024-10-14,Inigo Montoya,67.5
2025-11-02,Valerie,11.81
2024-12-14,Count Rugen,65.71
2024-09-23,Valerie,29.3
2025-07-17,Valerie,5.23
2025-01-17,Miracle Max,2.65
2025-08-22,Fezzik,74.19
2024-03-09,Prince Humperdink,3.31
2024-03-10,Count Rugen,1.39
2025-09-02,Prince Humperdink,93.06
2025-10-23,Prince Humperdink,45.68
2024-02-12,Vizzini,30.08
2025-12-08,Buttercup,76.22
2024-09-19,Fezzik,30.03
2024-12-19,Miracle Max,88.39
