date,first_name,life_force
2024-09-28,Count Rugen,2.03
2025-04-19,Prince Humperdink,81.46
2025-07-19,Buttercup,19.5
2025-12-10,Prince Humperdink,80.31
2024-04-12,Valerie,29.67
2025-05-19,Fezzik,27.61
2025-08-10,Inigo Montoya,45.19
2024-12-18,Miracle Max,58.25
2025-02-02,Fezzik,63.01
2024-10-11,Vizzini,19.49
2025-04-09,Fezzik,1.83
2024-12-10,Inigo Montoya,55.36
2025-06-25,Miracle Max,17.81
2025-04-12,Inigo Montoya,90.47
2025-06-02,Miracle Max,17.75
2024-11-05,Count Rugen,86.72
2024-03-11,Prince Humperdink,5.74
2025-11-03,Valerie,92.73
2025-01-21,Count Rugen,53.97
2024-10-28,Vizzini,34.41
2024-06-05,Count Rugen,16.28
2025-10-16,Inigo Montoya,37.4
2024-12-19,Valerie,91.33
2025-11-05,Inigo Montoya,57.28
2025-02-10,Vizzini,87.87
2024-05-05,Prince Humperdink,37.5
2025-01-26,Buttercup,41.67
2024-07-06,Buttercup,28.6
2025-11-27,Miracle Max,51.68
2024-07-03,Vizzini,21.88
2024-07-04,Fezzik,42.69
2025-06-12,Vizzini,38.08
2025-01-09,Fezzik,99.9
2024-07-05,Count Rugen,60.43
2024-01-03,Valerie,13.48
2024-02-03,Vizzini,15.84
2024-04-27,Vizzini,12.85
2024-07-10,Fezzik,82.25
2024-09-29,Prince Humperdink,7.33
2024-07-17,Buttercup,13.25
2024-01-21,Prince Humperdink,24.23
2024-07-09,Count Rugen,17.69
2024-08-12,Buttercup,38.97
2024-03-23,Buttercup,98.45
2025-08-31,Miracle Max,55.88
2024-11-07,Count Rugen,72.19
2024-01-21,Miracle Max,79.48
2025-02-28,Fezzik,12.39
2025-06-03,Buttercup,6.49
2025-05-18,Vizzini,66.82
2025-12-28,Vizzini,48.89
2024-03-30,Vizzini,89.71
2025-05-22,Valerie,76.27
2025-09-12,Miracle Max,94.12
2025-09-14,Vizzini,24.84
2024-08-30,Count Rugen,88.73
2025-12-04,Valerie,63.08
2024-11-17,Fezzik,68.36
2024-10-04,Buttercup,24.14
2024-04-25,Vizzini,51.56
2025-02-07,Fezzik,93.72
2024-06-01,Buttercup,37.95
2025-12-14,Fezzik,80.93
2025-08-18,Miracle Max,49.87
2024-07-13,Count Rugen,22.58
2025-06-04,Valerie,18.11
2025-02-18,Vizzini,41.07
2025-04-12,Buttercup,45.74
2025-04-09,Vizzini,6.37
2025-10-16,Buttercup,89.55
2024-08-14,Valerie,68.77
2024-10-28,Miracle Max,91.06
2025-01-05,Valerie,85.97
2024-06-25,Fezzik,75.84
2025-03-11,Miracle Max,57.62
2024-07-18,Inigo Montoya,74.58
2025-06-16,Vizzini,85.08
2025-07-24,Prince Humperdink,12.7
2024-06-30,Prince Humperdink,46.61
2025-04-24,Count Rugen,89.29
2024-09-15,Inigo Montoya,18.0
2025-05-09,Inigo Montoya,5.97
2025-09-23,Count Rugen,58.56
2025-12-14,Buttercup,95.0
2025-09-05,Valerie,37.91
2024-06-19,Buttercup,30.65
2025-06-25,Miracle Max,78.41
2025-11-18,Fezzik,9.99
2024-03-08,Vizzini,52.82
2024-01-13,Inigo Montoya,48.45
2025-07-01,Fezzik,60.67
2025-04-14,Buttercup,25.72
2025-03-16,Buttercup,69.9
2024-06-08,Fezzik,32.38
2025-01-31,Vizzini,50.67
2024-09-25,Fezzik,77.76
2025-10-13,Count Rugen,70.3
2025-09-21,Buttercup,85.34
2025-12-24,Buttercup,25.89
2025-12-29,Count Rugen,16.42
2025-06-01,Valerie,96.52
2025-11-28,Inigo Montoya,33.11
2025-07-13,Count Rugen,29.68
2025-04-14,Inigo Montoya,28.46
2024-08-15,Valerie,75.25
2025-04-30,Count Rugen,4.79
2024-10-29,Buttercup,77.72
2024-04-09,Buttercup,83.53
2025-03-03,Vizzini,33.55
2025-11-11,Miracle Max,44.51
2024-04-30,Fezzik,13.49
2025-06-29,Buttercup,78.52
2024-09-24,Vizzini,85.16
2024-09-27,Prince Humperdink,88.43
2025-11-29,Buttercup,50.18
2024-01-12,Prince Humperdink,50.2
2025-12-14,Fezzik,9.12
2025-10-08,Inigo Montoya,25.49
2024-07-13,Prince Humperdink,46.45
2024-05-17,Buttercup,82.94
2024-08-13,Count Rugen,11.44
2025-09-23,Buttercup,50.3
2024-11-10,Buttercup,6.47
2025-10-03,Prince Humperdink,18.22
2024-05-31,Buttercup,35.94
2024-05-28,Count Rugen,2.72
2024-07-28,Miracle Max,35.8
2024-07-30,Count Rugen,65.1
2025-08-31,Inigo Montoya,76.4
2024-07-19,Count Rugen,45.36
2025-10-29,Miracle Max,5.56
2024-02-01,Buttercup,46.89
2024-10-08,Inigo Montoya,92.16
2025-03-23,Prince Humperdink,32.43
2025-04-18,Vizzini,65.16
2025-05-27,Fezzik,24.37
2025-08-27,Count Rugen,3.46
2025-12-17,Fezzik,91.04
2024-07-15,Fezzik,63.33
2024-11-09,Miracle Max,82.69
2024-12-02,Prince Humperdink,93.23
2024-10-31,Miracle Max,95.28
2025-01-21,Buttercup,19.36
2024-09-12,Prince Humperdink,77.08
2025-07-24,Prince Humperdink,29.29
2025-03-29,Fezzik,82.66
2024-03-03,Valerie,74.44
2024-02-03,Prince Humperdink,22.4
2024-08-09,Valerie,30.28
2025-03-28,Fezzik,56.34
2024-05-27,Buttercup,1.31
2025-11-16,Prince Humperdink,16.57
2024-08-04,Buttercup,41.92
2024-08-25,Inigo Montoya,59.97
2025-04-14,Prince Humperdink,88.72
2024-03-18,Prince Humperdink,72.26
2025-11-10,Inigo Montoya,1.14
2024-07-12,Inigo Montoya,43.49
2024-01-26,Prince Humperdink,77.97
2024-01-09,Prince Humperdink,79.86
2025-11-16,Miracle Max,63.36
2024-01-23,Fezzik,89.74
2025-03-28,Buttercup,5.26
2025-09-12,Count Rugen,6.25
2025-03-20,Valerie,89.17
2024-05-15,Miracle Max,56.18
2024-04-30,Buttercup,95.81
2024-01-14,Fezzik,82.5
2024-11-10,Buttercup,45.79
2024-01-14,Vizzini,90.34
2024-02-20,Prince Humperdink,90.1
2025-08-15,Count Rugen,95.28
2025-04-22,Buttercup,38.0
2025-07-14,Count Rugen,2.24
2024-02-18,Fezzik,75.89
2024-08-14,Miracle Max,2.17
2025-09-03,Count Rugen,65.67
2024-11-02,Prince Humperdink,30.03
2024-12-03,Fezzik,95.78
2024-05-15,Inigo Montoya,82.3
2024-11-13,Inigo Montoya,92.03
2024-10-07,Fezzik,78.96
2025-12-17,Prince Humperdink,38.69
2025-06-09,Prince Humperdink,32.33
2024-02-17,Vizzini,60.75
2025-08-09,Prince Humperdink,69.65
2024-07-06,Prince Humperdink,12.25
2025-11-04,Vizzini,1.77
2025-11-30,Valerie,40.69
2024-05-08,Count Rugen,94.85
2024-03-03,Valerie,78.66
2025-04-29,Count Rugen,2.61
2025-07-19,Buttercup,59.13
2024-09-05,Buttercup,50.12
2024-12-11,Count Rugen,12.42
2025-04-23,Inigo Montoya,20.48
2024-02-20,Count Rugen,38.72
2024-09-27,Count Rugen,4.68
2025-10-17,Miracle Max,40.91
2024-09-01,Inigo Montoya,95.78
2025-05-16,Inigo Montoya,5.21
2024-03-11,Prince Humperdink,38.81
2025-07-28,Fezzik,51.28
2024-08-01,Prince Humperdink,78.39
2025-04-30,Miracle Max,57.96
2025-12-27,Fezzik,12.7
2024-02-11,Vizzini,50.89
2025-10-01,Valerie,9.2
2024-04-21,Count Rugen,35.67
2024-06-13,Vizzini,85.57
2025-10-17,Buttercup,37.37
2025-01-18,Miracle Max,71.82
2025-12-16,Prince Humperdink,57.3
2025-11-11,Miracle Max,95.71
2024-08-22,Miracle Max,13.17
