date,first_name,life_force
2025-08-18,Vizzini,92.28
2024-01-09,Inigo Montoya,62.58
2025-05-23,Inigo Montoya,62.71
2025-06-14,Buttercup,72.12
2025-02-13,Inigo Montoya,40.66
2025-04-02,Fezzik,49.32
2024-10-27,Fezzik,36.21
2025-07-14,Valerie,40.07
2024-01-13,Inigo Montoya,20.17
2025-08-23,Valerie,21.6
2025-08-07,Vizzini,61.73
2024-12-22,Prince Humperdink,47.32
2024-06-04,Inigo Montoya,24.22
2025-12-03,Valerie,74.32
2025-09-19,Miracle Max,54.34
2024-12-17,Buttercup,87.48
2024-09-13,Miracle Max,8.58
2024-05-13,Miracle Max,22.33
2024-12-21,Valerie,10.75
2025-04-28,Inigo Montoya,23.36
2024-09-20,Count Rugen,49.57
2024-12-03,Fezzik,21.21
2024-08-25,Inigo Montoya,2.75
2025-11-16,Valerie,1.48
2024-06-29,Fezzik,45.91
2024-07-08,Miracle Max,10.07
2024-03-25,Prince Humperdink,5.56
2024-01-12,Miracle Max,48.13
2025-01-20,Inigo Montoya,79.31
2025-01-07,Miracle Max,27.44
2025-11-14,Buttercup,72.23
2025-07-15,Miracle Max,65.54
2024-11-28,Valerie,41.2
2025-11-08,Fezzik,24.17
2025-02-26,Prince Humperdink,45.94
2025-06-20,Count Rugen,78.21
2024-12-02,Buttercup,39.25
2024-02-06,Valerie,99.65
2025-01-06,Prince Humperdink,16.82
2025-01-29,Fezzik,83.19
2025-09-28,Miracle Max,28.13
2025-08-29,Vizzini,25.34
2025-07-23,Vizzini,52.55
2024-03-14,Valerie,59.98
2025-06-29,Vizzini,27.99
2024-10-30,Buttercup,43.82
2025-12-12,Buttercup,2.15
2025-04-22,Vizzini,6.61
2024-09-12,Inigo Montoya,78.32
2024-08-02,Count Rugen,91.52
2024-01-16,Miracle Max,34.84
2025-06-28,Valerie,25.45
2024-01-15,Vizzini,76.09
2025-04-30,Fezzik,64.8
2024-08-10,Prince Humperdink,67.42
2025-12-13,Miracle Max,78.19
2024-02-29,Count Rugen,15.67
2024-07-07,Inigo Montoya,30.43
2025-12-05,Buttercup,49.66
2025-10-22,Buttercup,25.55
2025-11-11,Buttercup,94.39
2025-03-29,Fezzik,9.56
2025-06-02,Vizzini,78.32
2024-04-18,Fezzik,47.23
2024-03-11,Inigo Montoya,92.93
2024-08-27,Inigo Montoya,23.22
2025-10-20,Miracle Max,28.26
2024-04-29,Fezzik,7.42
2025-12-11,Count Rugen,42.2
2024-08-25,Fezzik,89.79
2024-11-19,Valerie,60.51
2025-03-03,Inigo Montoya,16.9
2024-06-04,Fezzik,95.59
2024-12-06,Vizzini,7.68
2024-03-05,Buttercup,2.26
2024-06-19,Inigo Montoya,23.54
2025-10-10,Miracle Max,41.94
2025-08-20,Inigo Montoya,1.97
2024-05-31,Count Rugen,40.89
2024-10-18,Vizzini,12.21
2024-01-15,Fezzik,3.17
2024-12-11,Inigo Montoya,5.32
2024-11-13,Inigo Montoya,57.84
2024-04-25,Inigo Montoya,11.19
2025-05-08,Miracle Max,73.11
2024-09-01,Count Rugen,94.65
2025-02-23,Vizzini,58.53
2025-03-15,Fezzik,33.0
2025-01-19,Vizzini,66.83
2025-09-05,Miracle Max,15.89
2025-08-08,Miracle Max,5.99
2024-08-04,Vizzini,74.53
2025-03-23,Fezzik,2.74
2025-10-13,Vizzini,39.21
2025-04-22,Inigo Montoya,65.63
2024-03-22,Miracle Max,83.79
2025-12-06,Prince Humperdink,90.51
2024-11-28,Count Rugen,46.07
2024-05-15,Miracle Max,2.24
2024-12-26,Buttercup,72.47
2025-11-23,Vizzini,21.98
2024-01-31,Fezzik,58.5
2025-12-19,Valerie,72.56
2025-10-12,Inigo Montoya,18.07
2025-08-30,Miracle Max,2.21
2024-05-19,Count Rugen,27.1
2024-05-16,Miracle Max,95.53
2024-04-26,Valerie,48.35
2025-09-02,Buttercup,85.68
2025-01-20,Miracle Max,23.77
2025-11-23,Miracle Max,12.3
2024-02-29,Fezzik,43.84
2025-07-30,Inigo Montoya,2.06
2024-09-16,Prince Humperdink,13.48
2025-02-17,Fezzik,95.27
2025-08-21,Inigo Montoya,79.09
2024-06-02,Buttercup,8.71
2025-08-27,Prince Humperdink,77.04
2024-08-31,Count Rugen,23.68
2025-11-26,Buttercup,86.51
2024-06-19,Inigo Montoya,49.0
2025-05-12,Count Rugen,92.95
2025-12-20,Count Rugen,19.19
2025-12-25,Buttercup,49.06
2025-03-13,Vizzini,18.09
2024-11-25,Miracle Max,5.84
2025-06-22,Miracle Max,33.67
2024-10-28,Fezzik,35.19
2024-01-01,Valerie,27.41
2025-07-01,Fezzik,99.15
2025-03-13,Vizzini,56.2
2024-02-25,Count Rugen,68.11
2025-02-23,Buttercup,69.95
2024-02-06,Valerie,59.4
2024-06-18,Count Rugen,39.32
2025-03-15,Prince Humperdink,45.57
2024-01-18,Vizzini,38.48
2025-05-30,Prince Humperdink,42.64
2025-11-18,Valerie,37.82
2024-10-27,Valerie,16.41
2024-06-09,Inigo Montoya,35.92
2025-11-03,Count Rugen,78.34
2025-03-29,Prince Humperdink,94.16
2025-01-20,Valerie,11.48
2025-07-11,Fezzik,40.95
2025-11-29,Fezzik,48.54
2024-03-03,Miracle Max,33.17
2024-05-22,Vizzini,18.03
2025-10-12,Buttercup,52.6
2024-07-07,Fezzik,71.96
2024-05-11,Miracle Max,18.53
2025-01-27,Miracle Max,72.57
2025-01-22,Fezzik,42.0
2025-06-02,Prince Humperdink,31.54
2024-04-07,Vizzini,22.66
2025-05-08,Prince Humperdink,21.21
2025-07-02,Buttercup,75.24
2025-10-21,Miracle Max,98.78
2024-05-16,Fezzik,53.01
2024-04-18,Vizzini,21.13
2025-07-03,Count Rugen,69.54
2025-01-24,Inigo Montoya,73.84
2024-07-31,Count Rugen,69.59
2025-03-25,Fezzik,59.83
2024-09-25,Prince Humperdink,69.38
2025-12-25,Valerie,68.11
2024-10-05,Prince Humperdink,33.53
2024-02-03,Prince Humperdink,90.03
2025-08-08,Inigo Montoya,30.27
2025-04-13,Valerie,81.82
2025-04-25,Valerie,81.63
2025-05-31,Count Rugen,90.15
2025-02-07,Inigo Montoya,64.09
2024-11-16,Count Rugen,97.3
2025-03-13,Vizzini,6.13
2025-07-30,Miracle Max,76.78
2024-04-26,Miracle Max,76.95
2024-11-27,Miracle Max,8.67
2024-12-17,Count Rugen,79.7
2024-03-28,Miracle Max,75.7
2024-04-10,Miracle Max,53.55
2025-04-13,Prince Humperdink,78.35
2025-05-03,Vizzini,63.62
2025-09-11,Inigo Montoya,70.07
2024-10-18,Count Rugen,76.65
2024-12-05,Miracle Max,58.87
2025-08-03,Prince Humperdink,85.62
2024-12-26,Count Rugen,96.35
2024-05-14,Prince Humperdink,51.85
2025-12-26,Miracle Max,1.01
2025-12-30,Fezzik,72.46
2025-11-04,Fezzik,74.8
2024-09-08,Miracle Max,68.87
2024-11-12,Buttercup,75.75
2025-04-04,Buttercup,80.81
2025-06-21,Prince Humperdink,52.99
2025-08-14,Miracle Max,97.74
2025-12-25,Fezzik,53.82
2025-04-28,Vizzini,46.93
2025-08-10,Buttercup,22.85
2025-03-11,Fezzik,81.03
2024-09-07,Vizzini,68.58
2025-11-05,Vizzini,32.1
2025-05-16,Count Rugen,10.22
2024-10-20,Buttercup,61.71
2025-11-20,Count Rugen,87.29
2024-03-11,Fezzik,90.51
2024-01-10,Miracle Max,56.46
2024-04-15,Valerie,67.8
2024-07-30,Buttercup,90.58
2024-12-20,Valerie,31.56
2024-07-29,Vizzini,91.5
2024-03-16,Vizzini,47.76
2025-10-30,Count Rugen,65.48
2025-09-20,Count Rugen,93.51
2024-06-18,Inigo Montoya,84.08
2025-09-28,Buttercup,31.79
